"SafeStage — Synthetic User Behaviour Dataset (2,000 Rows)",,,,,,,,,,,,,,,,
◆ DEMOGRAPHICS,,,,◆ IDENTITY VERIFICATION,,,◆ BEHAVIOURAL METRICS,,,◆ FINANCIALS,,◆ PREFERENCE & INTENT,,,◆ LABELS,
U1494,28,Singapore/Singapore,1142,Yes,Driver's License,3.48,6740,Natural,3,96.78,109.08,Sports,Group Booking,Bot Competition,Maybe,Fan
U2518,41,Vancouver/Canada,289,Yes,Driver's License,0.5,2494,Linear,13,3144.9,6827.56,Music,Face-value Resale,Bot Competition,No,Scalper
U1119,18,Singapore/Singapore,870,Yes,State ID,3.31,5041,Natural,4,670.56,800,Music,Face-value Resale,Bot Competition,Yes,Fan
U2504,40,Amsterdam/Netherlands,558,No,None,7,2860,Erratic,23,1604.94,3870.55,Music,Early Access,Interface Complexity,Maybe,Scalper
U2323,28,Paris/France,522,No,None,5.49,3743,Erratic,21,3271.64,6919.29,Music,Early Access,High Prices,No,Scalper
U2925,27,Toronto/Canada,1,No,None,0.19,141,Linear,40,4051.15,12453,Sports,Early Access,Bot Competition,No,Bot
U2091,38,Amsterdam/Netherlands,602,No,None,4.53,3072,Linear,16,2925.07,5422.48,Sports,Early Access,High Prices,No,Scalper
U1890,34,Berlin/Germany,896,Yes,National ID,4.21,9022,Natural,1,414.72,612.23,Theatre,Group Booking,Bot Competition,Maybe,Fan
U2252,30,Sydney/Australia,739,Yes,Passport,3.65,4216,Erratic,16,2967,7177.49,Theatre,Face-value Resale,Interface Complexity,No,Scalper
U1415,32,Singapore/Singapore,979,Yes,Passport,6.04,3000,Natural,1,330.74,550.82,Theatre,Early Access,Bot Competition,Yes,Fan
U2233,35,Madrid/Spain,628,No,None,2.27,2302,Erratic,20,2029.9,4747.54,Music,Early Access,High Prices,Maybe,Scalper
U1771,28,São Paulo/Brazil,833,Yes,Passport,4.73,4925,Natural,3,554.03,800,Sports,Group Booking,Bot Competition,Maybe,Fan
U1805,35,Singapore/Singapore,893,Yes,State ID,2.38,15282,Natural,7,550.08,709.86,Music,Face-value Resale,High Prices,Yes,Fan
U2810,19,Tokyo/Japan,120,Yes,Driver's License,0.42,248,Linear,42,5462.14,15000,Sports,Face-value Resale,Bot Competition,No,Bot
U1949,25,Toronto/Canada,1022,Yes,National ID,5.72,4870,Natural,6,303.38,453.73,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2639,31,Tokyo/Japan,139,No,None,0.64,141,Linear,37,4886.84,14231.67,Music,Early Access,Bot Competition,No,Bot
U1573,18,Toronto/Canada,928,Yes,Driver's License,2.55,3000,Natural,4,445.11,600.37,Music,Group Booking,High Prices,Yes,Fan
U2617,21,Mumbai/India,191,No,None,1.24,251,Linear,53,6799.69,15000,Theatre,Early Access,Bot Competition,Maybe,Bot
U2418,31,Singapore/Singapore,261,Yes,National ID,2.52,2966,Erratic,10,1642.23,3615.85,Music,Early Access,Bot Competition,Maybe,Scalper
U2938,22,London/UK,127,No,None,0.13,160,Linear,43,6115.05,15000,Theatre,Early Access,Bot Competition,Maybe,Bot
U1673,22,Mexico City/Mexico,1067,Yes,State ID,5.4,6306,Natural,1,417.79,571.08,Sports,Group Booking,Bot Competition,Yes,Fan
U1400,36,Dubai/UAE,961,Yes,Passport,5.42,3760,Natural,4,587.84,789.77,Music,Group Booking,High Prices,Yes,Fan
U1552,30,Seoul/South Korea,1393,Yes,Driver's License,4.97,10718,Natural,2,304.02,206.5,Music,Face-value Resale,Bot Competition,Yes,Fan
U1321,29,Vancouver/Canada,1760,Yes,State ID,2.5,10446,Natural,3,558.95,800,Sports,Group Booking,Bot Competition,Maybe,Fan
U1470,26,Seoul/South Korea,1231,Yes,Driver's License,4.19,7210,Natural,3,323.74,476.83,Music,Face-value Resale,Bot Competition,Yes,Fan
U2881,18,Singapore/Singapore,85,No,None,0.99,222,Linear,42,3885.39,11082.35,Music,Early Access,Bot Competition,No,Bot
U2821,29,Amsterdam/Netherlands,146,No,None,0.64,75,Linear,44,3775.16,11342.94,Music,Early Access,Bot Competition,No,Bot
U2202,32,Amsterdam/Netherlands,805,Yes,Driver's License,4.15,3851,Erratic,22,3045.76,7113.54,Sports,Early Access,Bot Competition,Maybe,Scalper
U2398,22,Sydney/Australia,608,No,None,4.89,3292,Erratic,25,3287.85,6507.64,Sports,Early Access,Interface Complexity,Maybe,Scalper
U1080,37,Toronto/Canada,1028,Yes,Driver's License,4.75,8478,Natural,1,225.41,399.83,Theatre,Early Access,Interface Complexity,Yes,Fan
U1534,30,New York/USA,476,Yes,State ID,5.46,8399,Natural,5,79.3,135.94,Music,Face-value Resale,Bot Competition,Maybe,Fan
U2537,41,London/UK,325,Yes,State ID,3.4,1737,Erratic,19,3599.28,7696.68,Music,Early Access,Bot Competition,No,Scalper
U1458,28,Dubai/UAE,1006,Yes,State ID,6.01,6132,Natural,2,617.29,800,Music,Face-value Resale,Interface Complexity,Yes,Fan
U1291,18,Mexico City/Mexico,782,Yes,Passport,5.7,6633,Natural,5,385.71,565.92,Sports,Early Access,Bot Competition,Yes,Fan
U2463,32,Singapore/Singapore,122,No,None,3.33,1356,Erratic,23,2690.97,5894.17,Theatre,Face-value Resale,High Prices,No,Scalper
U1371,24,Toronto/Canada,998,Yes,Passport,6,6679,Natural,2,65.59,100.1,Theatre,Early Access,High Prices,Yes,Fan
U1266,34,Amsterdam/Netherlands,597,Yes,State ID,2.14,8674,Natural,1,437.16,590.95,Sports,Early Access,Interface Complexity,Yes,Fan
U2700,18,Vancouver/Canada,206,No,None,0.75,282,Linear,51,4330.63,13248.96,Music,Face-value Resale,Bot Competition,No,Bot
U1165,32,Tokyo/Japan,646,Yes,State ID,3.73,10374,Natural,3,347.34,409.87,Music,Group Booking,High Prices,Maybe,Fan
U2317,22,Tokyo/Japan,393,Yes,Driver's License,2.95,2696,Erratic,13,3108.53,7110.67,Music,Face-value Resale,Interface Complexity,No,Scalper
U2484,22,Mexico City/Mexico,321,No,None,4.41,1833,Erratic,23,3553.15,7860.66,Music,Early Access,High Prices,No,Scalper
U1474,27,London/UK,854,Yes,State ID,2.98,9015,Natural,1,50.94,130.45,Music,Early Access,High Prices,Yes,Fan
U1876,26,Madrid/Spain,563,Yes,State ID,6.95,9125,Natural,4,229.65,371.38,Theatre,Face-value Resale,High Prices,Yes,Fan
U1198,30,New York/USA,668,Yes,National ID,4.99,5370,Natural,1,307.19,499.06,Sports,Early Access,High Prices,Maybe,Fan
U1186,20,Sydney/Australia,706,Yes,National ID,6.63,4815,Natural,5,600.1,786.49,Music,Early Access,Interface Complexity,Maybe,Fan
U2326,37,Singapore/Singapore,489,Yes,Driver's License,2.66,800,Erratic,13,2708.17,5828.67,Music,Early Access,Interface Complexity,No,Scalper
U1422,37,Dubai/UAE,1199,Yes,Passport,4.16,9698,Natural,3,409.23,612.41,Sports,Group Booking,Bot Competition,Yes,Fan
U1257,31,São Paulo/Brazil,1016,Yes,National ID,4.44,10858,Natural,6,307.38,324.79,Theatre,Early Access,Bot Competition,Yes,Fan
U1136,38,Chicago/USA,489,Yes,State ID,4.23,4874,Natural,1,517.46,785.18,Music,Face-value Resale,Bot Competition,Yes,Fan
U2644,25,Madrid/Spain,111,No,None,0.17,221,Linear,31,6487.59,15000,Music,Early Access,High Prices,Maybe,Bot
U2351,22,Dubai/UAE,316,Yes,Driver's License,3.71,3169,Erratic,12,2642.26,5854.3,Sports,Early Access,Interface Complexity,No,Scalper
U2471,31,Paris/France,616,Yes,Driver's License,1,1339,Linear,14,3705.75,8000,Sports,Early Access,Bot Competition,Maybe,Scalper
U2780,27,Dubai/UAE,122,Yes,Passport,0.49,193,Linear,47,4594.89,13956.97,Music,Early Access,Bot Competition,No,Bot
U1867,19,Madrid/Spain,355,Yes,National ID,3.88,10044,Natural,6,633.79,800,Theatre,Early Access,High Prices,Yes,Fan
U2460,39,Mumbai/India,491,No,None,2.75,3138,Linear,12,3211.48,7240.78,Music,Early Access,Bot Competition,Maybe,Scalper
U2787,21,Berlin/Germany,134,No,None,0.65,104,Linear,35,2280.98,7236.57,Music,Early Access,Bot Competition,No,Bot
U2038,45,Sydney/Australia,277,Yes,Driver's License,3.65,1775,Erratic,14,2037.96,5323.92,Sports,Face-value Resale,Interface Complexity,Maybe,Scalper
U2941,29,New York/USA,88,Yes,Passport,0.43,50,Linear,39,3941.97,12589.23,Music,Early Access,High Prices,No,Bot
U1050,21,Vancouver/Canada,706,Yes,National ID,3.2,12017,Natural,5,418.56,704.38,Sports,Group Booking,Bot Competition,Yes,Fan
U1527,24,Sydney/Australia,823,Yes,National ID,4.81,10783,Natural,2,330.37,421.52,Music,Early Access,Interface Complexity,Yes,Fan
U1453,24,Paris/France,810,Yes,National ID,5.47,6338,Natural,2,380.12,438.01,Sports,Early Access,Interface Complexity,Yes,Fan
U2829,26,Mexico City/Mexico,147,No,None,0.72,108,Linear,49,6285.37,15000,Sports,Early Access,Bot Competition,No,Bot
U1683,18,Mexico City/Mexico,503,Yes,Driver's License,4.53,4972,Natural,3,226.56,254.6,Music,Early Access,Bot Competition,Maybe,Fan
U1463,35,Singapore/Singapore,975,Yes,National ID,4.22,6358,Natural,6,294.09,328.76,Sports,Face-value Resale,Bot Competition,Yes,Fan
U1936,31,Toronto/Canada,755,Yes,State ID,4.82,8323,Natural,3,342.12,510.36,Sports,Face-value Resale,Bot Competition,Yes,Fan
U2412,32,Vancouver/Canada,602,Yes,Passport,4.19,2873,Linear,18,2549.12,5039.61,Music,Early Access,Bot Competition,Maybe,Scalper
U1648,37,Mexico City/Mexico,842,Yes,Passport,6.27,7745,Natural,5,685.52,800,Theatre,Group Booking,High Prices,Yes,Fan
U2447,22,Toronto/Canada,717,Yes,State ID,3.78,2999,Erratic,10,2486.94,5464.47,Sports,Early Access,Interface Complexity,No,Scalper
U2058,30,Paris/France,448,No,None,2.25,954,Erratic,22,1467.37,3083.35,Theatre,Early Access,Interface Complexity,No,Scalper
U1860,30,London/UK,983,Yes,Driver's License,4.88,7454,Natural,3,988.4,800,Sports,Early Access,High Prices,Yes,Fan
U1248,28,Melbourne/Australia,752,Yes,State ID,6.23,4658,Natural,5,369.79,495.33,Sports,Face-value Resale,Bot Competition,Maybe,Fan
U1991,29,Melbourne/Australia,834,Yes,National ID,4.19,8110,Natural,2,441.64,654.36,Theatre,Early Access,Bot Competition,Yes,Fan
U2180,34,Chicago/USA,238,No,None,3.72,3665,Erratic,22,3708.83,7833.18,Music,Group Booking,Interface Complexity,No,Scalper
U2870,25,Melbourne/Australia,111,No,None,0.84,173,Linear,39,3995.71,12580.08,Music,Early Access,Bot Competition,Maybe,Bot
U2499,22,Vancouver/Canada,496,Yes,Driver's License,4.09,1930,Linear,18,2414.68,5726.94,Sports,Early Access,Interface Complexity,No,Scalper
U2857,23,Mexico City/Mexico,49,Yes,State ID,0.41,71,Linear,26,4778.91,14694.25,Theatre,Early Access,Bot Competition,No,Bot
U1217,26,Berlin/Germany,945,Yes,Driver's License,3.5,13023,Natural,1,453.25,796.44,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2955,24,London/UK,128,No,None,0.48,175,Linear,47,3991.2,12445.07,Music,Face-value Resale,Bot Competition,No,Bot
U1544,23,Chicago/USA,949,Yes,State ID,2.84,6590,Natural,5,230.78,120.55,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2480,32,Austin/USA,734,No,None,1.47,2943,Linear,25,2163.26,5176.48,Sports,Early Access,Bot Competition,No,Scalper
U1439,26,London/UK,1050,Yes,State ID,2.87,8357,Natural,5,542.44,604.48,Music,Face-value Resale,Bot Competition,Yes,Fan
U1861,31,Sydney/Australia,335,Yes,State ID,2.62,6207,Natural,4,376.93,645.95,Music,Face-value Resale,Interface Complexity,Yes,Fan
U1951,28,Madrid/Spain,477,Yes,State ID,4.41,11542,Natural,2,376.67,391.25,Music,Early Access,High Prices,Yes,Fan
U1327,37,Singapore/Singapore,1218,Yes,Passport,5.14,8704,Natural,7,419.94,493.37,Sports,Face-value Resale,Bot Competition,Yes,Fan
U1227,18,Sydney/Australia,995,Yes,State ID,3.89,7596,Natural,4,332.3,411.16,Theatre,Face-value Resale,High Prices,Yes,Fan
U2740,30,Tokyo/Japan,112,No,None,0.25,168,Linear,50,4540.38,13812.1,Sports,Early Access,Bot Competition,No,Bot
U1554,26,Tokyo/Japan,843,Yes,State ID,4.38,7265,Natural,5,495.38,711.18,Music,Face-value Resale,Bot Competition,Maybe,Fan
U1062,44,Chicago/USA,366,Yes,Passport,6.3,9435,Natural,3,470.39,568.51,Music,Group Booking,High Prices,Maybe,Fan
U2741,24,Mumbai/India,96,No,None,0.95,240,Linear,44,3257.55,10062.91,Sports,Early Access,Bot Competition,No,Bot
U2466,26,Melbourne/Australia,479,No,None,2.22,3313,Erratic,12,3224.3,6650.78,Music,Early Access,Bot Competition,Maybe,Scalper
U2939,28,Mexico City/Mexico,111,No,None,0.4,114,Linear,39,3883.91,11712.47,Music,Early Access,Bot Competition,Maybe,Bot
U1156,24,Chicago/USA,891,Yes,National ID,6.63,11953,Natural,3,311.6,473.74,Music,Face-value Resale,Bot Competition,Yes,Fan
U2607,22,Tokyo/Japan,89,Yes,Driver's License,0.39,88,Linear,46,4035.98,11665.57,Music,Early Access,Interface Complexity,No,Bot
U2407,42,Dubai/UAE,509,Yes,Driver's License,0.68,2360,Erratic,20,2879.96,6285.86,Music,Face-value Resale,Bot Competition,No,Scalper
U2359,38,Dubai/UAE,552,No,None,0.5,1940,Linear,13,2604.84,5750.89,Sports,Early Access,Interface Complexity,No,Scalper
U2636,24,Tokyo/Japan,110,No,None,0.41,240,Linear,76,2128.54,6285.07,Sports,Early Access,Bot Competition,Maybe,Bot
U2854,32,Melbourne/Australia,119,No,None,0.51,269,Linear,61,5362.64,15000,Sports,Group Booking,Bot Competition,No,Bot
U2633,40,Mexico City/Mexico,25,No,None,0.26,156,Linear,25,4925.29,14004.65,Sports,Early Access,Bot Competition,No,Bot
U1349,24,São Paulo/Brazil,547,Yes,Driver's License,4.26,12969,Natural,1,230.76,442.86,Sports,Group Booking,Bot Competition,Yes,Fan
U2801,22,Los Angeles/USA,191,Yes,State ID,0.97,50,Linear,46,4130.34,12990.2,Music,Early Access,Bot Competition,No,Bot
U1167,38,Toronto/Canada,1676,Yes,National ID,5.2,8614,Natural,4,356.43,526.08,Theatre,Group Booking,Bot Competition,Yes,Fan
U2519,43,São Paulo/Brazil,445,Yes,State ID,1.1,3205,Linear,17,3607.33,7789.07,Sports,Early Access,Interface Complexity,No,Scalper
U2884,29,Toronto/Canada,89,Yes,Driver's License,0.83,202,Linear,33,2741.59,8551.92,Music,Early Access,Interface Complexity,No,Bot
U1205,29,Amsterdam/Netherlands,897,Yes,Passport,4.11,8187,Natural,5,263.92,316.84,Music,Face-value Resale,Interface Complexity,Yes,Fan
U1907,25,Seoul/South Korea,815,Yes,State ID,3.15,3538,Natural,6,88.27,143.36,Theatre,Early Access,High Prices,Yes,Fan
U1914,34,São Paulo/Brazil,1348,Yes,Passport,6.03,5297,Natural,6,302.74,274.5,Sports,Early Access,Interface Complexity,Yes,Fan
U2800,18,Los Angeles/USA,115,No,None,0.33,170,Linear,38,5099.11,15000,Sports,Group Booking,Bot Competition,No,Bot
U1187,27,Amsterdam/Netherlands,1143,Yes,Passport,5.45,3428,Natural,6,120.75,251.65,Music,Face-value Resale,Bot Competition,Yes,Fan
U1778,28,Tokyo/Japan,497,Yes,Passport,3.92,4080,Natural,1,489.99,592.08,Music,Early Access,High Prices,Yes,Fan
U2932,28,London/UK,194,No,None,0.5,188,Linear,41,4583,13853.46,Sports,Early Access,Interface Complexity,No,Bot
U2675,18,Mumbai/India,132,Yes,National ID,0.71,245,Linear,48,3659.62,10697.28,Sports,Early Access,Bot Competition,No,Bot
U2034,42,Sydney/Australia,121,Yes,National ID,2.91,2892,Erratic,10,3878.53,8000,Theatre,Early Access,Bot Competition,No,Scalper
U1011,25,Mumbai/India,460,Yes,State ID,4.86,8452,Natural,4,377.77,415.65,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2970,18,Austin/USA,184,No,None,0.56,125,Linear,41,3984.79,11417.82,Music,Early Access,Bot Competition,No,Bot
U2234,29,Tokyo/Japan,297,No,None,2.1,2371,Linear,21,2997.11,6539.08,Music,Early Access,Interface Complexity,Maybe,Scalper
U1556,26,Dubai/UAE,618,Yes,Driver's License,5.07,12089,Natural,3,479.01,746.81,Music,Face-value Resale,Interface Complexity,Yes,Fan
U1290,31,Melbourne/Australia,1160,Yes,Passport,3.95,5576,Natural,5,577.69,800,Theatre,Face-value Resale,High Prices,Yes,Fan
U1428,28,Berlin/Germany,721,Yes,Passport,5.58,12048,Natural,3,542.65,667.41,Music,Early Access,High Prices,Yes,Fan
U2325,39,Tokyo/Japan,367,Yes,National ID,3.67,2317,Erratic,17,2743.25,6174.43,Sports,Early Access,High Prices,No,Scalper
U1122,29,Amsterdam/Netherlands,526,Yes,Driver's License,3.67,6003,Natural,5,366.91,613.49,Music,Face-value Resale,Bot Competition,Yes,Fan
U1657,24,Paris/France,1445,Yes,National ID,2.98,11640,Natural,3,473.84,730.03,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U2375,27,Dubai/UAE,598,Yes,Driver's License,4.54,3434,Linear,13,2042.49,4139.87,Sports,Early Access,Interface Complexity,No,Scalper
U1152,38,Sydney/Australia,654,Yes,National ID,4.5,7374,Natural,3,545.35,800,Music,Group Booking,Bot Competition,Yes,Fan
U2525,28,New York/USA,600,Yes,State ID,3.92,2920,Erratic,21,3565.92,8000,Music,Group Booking,Bot Competition,No,Scalper
U2137,37,Los Angeles/USA,208,No,None,2.13,3898,Erratic,10,3884.87,8000,Music,Group Booking,Interface Complexity,Maybe,Scalper
U2753,27,Chicago/USA,197,No,None,0.14,107,Linear,25,5655.8,15000,Sports,Early Access,Bot Competition,No,Bot
U1131,29,Madrid/Spain,870,Yes,State ID,5.6,7074,Natural,4,477.91,615.63,Sports,Face-value Resale,High Prices,Yes,Fan
U1851,26,Chicago/USA,1188,Yes,Driver's License,5.28,6088,Natural,1,368.06,636.52,Sports,Face-value Resale,High Prices,Yes,Fan
U1134,32,Austin/USA,537,Yes,Passport,5.22,11626,Natural,6,381.58,653.47,Sports,Early Access,High Prices,Yes,Fan
U1001,32,New York/USA,858,Yes,Passport,5.28,11607,Natural,3,377.86,655.34,Sports,Early Access,Interface Complexity,Yes,Fan
U2441,37,Singapore/Singapore,494,Yes,Driver's License,1.81,2877,Linear,22,2935.81,7135.81,Music,Early Access,Interface Complexity,Maybe,Scalper
U2585,24,Mumbai/India,453,Yes,Passport,3.85,3080,Erratic,15,2899.68,6228.66,Music,Early Access,Interface Complexity,Maybe,Scalper
U2526,33,Berlin/Germany,699,Yes,State ID,2.81,3683,Erratic,16,3589.98,7931.22,Music,Early Access,High Prices,No,Scalper
U1700,27,Los Angeles/USA,1089,Yes,Passport,4.03,3000,Natural,3,50,98.3,Music,Face-value Resale,Interface Complexity,Yes,Fan
U2379,36,New York/USA,737,No,None,2.25,2952,Linear,18,3188.48,7417.72,Music,Face-value Resale,Interface Complexity,Maybe,Scalper
U2312,36,Amsterdam/Netherlands,802,Yes,State ID,1.03,3478,Erratic,21,2735.18,5456.7,Sports,Early Access,Bot Competition,No,Scalper
U2096,34,Los Angeles/USA,538,No,None,2.78,2868,Linear,10,2914.41,6450.36,Theatre,Early Access,Interface Complexity,No,Scalper
U2710,32,São Paulo/Brazil,180,No,None,0.32,198,Linear,43,6928.83,15000,Sports,Early Access,Bot Competition,No,Bot
U1323,21,London/UK,1251,Yes,Driver's License,5.3,12653,Natural,2,351.96,511.26,Sports,Face-value Resale,Bot Competition,Yes,Fan
U1002,35,Mumbai/India,760,Yes,National ID,3.94,8404,Natural,1,109.51,108.33,Music,Face-value Resale,High Prices,Yes,Fan
U2343,41,Mumbai/India,415,No,None,1.68,2729,Erratic,27,3127.3,7221.73,Theatre,Group Booking,Bot Competition,No,Scalper
U1957,38,Sydney/Australia,453,Yes,National ID,4.2,8916,Natural,5,421.18,633.05,Music,Group Booking,High Prices,Yes,Fan
U2831,25,Singapore/Singapore,62,No,None,0.35,242,Linear,51,2427.76,7125.34,Sports,Early Access,Bot Competition,No,Bot
U1184,32,São Paulo/Brazil,1112,Yes,Driver's License,4.78,10182,Natural,4,309.76,462.58,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U2242,36,Mexico City/Mexico,769,Yes,National ID,3.56,3726,Erratic,17,2296.37,4864.48,Music,Early Access,Bot Competition,Maybe,Scalper
U2338,29,Singapore/Singapore,758,Yes,Driver's License,1.84,1132,Linear,26,2251.99,4666.24,Sports,Early Access,Bot Competition,No,Scalper
U1307,23,Chicago/USA,1156,Yes,Driver's License,6.48,10476,Natural,2,485.06,575.63,Sports,Group Booking,Bot Competition,Yes,Fan
U1730,18,Seoul/South Korea,894,Yes,Passport,4.2,6729,Natural,3,215.85,384.52,Music,Face-value Resale,High Prices,Yes,Fan
U2010,34,Chicago/USA,605,Yes,State ID,1.85,1983,Erratic,18,3280.12,7137.59,Theatre,Face-value Resale,Interface Complexity,No,Scalper
U1550,18,Mexico City/Mexico,586,Yes,State ID,4.47,6238,Natural,5,425.67,651.14,Music,Early Access,High Prices,Yes,Fan
U1970,23,Toronto/Canada,763,Yes,State ID,4.08,13213,Natural,6,604.46,800,Sports,Face-value Resale,Bot Competition,Yes,Fan
U2061,31,Toronto/Canada,556,Yes,Driver's License,3.42,1513,Erratic,15,2624.42,6267.33,Sports,Group Booking,Interface Complexity,Maybe,Scalper
U1111,34,Toronto/Canada,875,Yes,State ID,4.59,3000,Natural,5,482.37,755.16,Music,Group Booking,High Prices,Yes,Fan
U2400,28,Melbourne/Australia,361,Yes,Driver's License,3.65,3454,Erratic,10,2916.76,7012.44,Music,Early Access,Interface Complexity,No,Scalper
U1889,27,London/UK,1099,Yes,National ID,4.73,11820,Natural,1,578.59,800,Theatre,Face-value Resale,High Prices,Yes,Fan
U2501,30,Amsterdam/Netherlands,713,No,None,5.16,2524,Erratic,20,2524.14,5901.12,Music,Early Access,Bot Competition,No,Scalper
U1916,18,Tokyo/Japan,698,Yes,Passport,4.9,3882,Natural,4,771.55,800,Sports,Face-value Resale,High Prices,Yes,Fan
U2598,47,Los Angeles/USA,676,No,None,3.85,1728,Erratic,14,1875.14,4421.26,Theatre,Early Access,Bot Competition,No,Scalper
U1927,34,London/UK,757,Yes,Passport,3.86,9399,Natural,5,349.2,361.9,Music,Group Booking,High Prices,Yes,Fan
U1746,19,Austin/USA,707,Yes,State ID,6.28,5962,Natural,1,50,80,Sports,Face-value Resale,High Prices,Yes,Fan
U1776,31,Dubai/UAE,503,Yes,State ID,4.21,11013,Natural,3,445.49,661.71,Music,Group Booking,High Prices,Maybe,Fan
U2356,32,Toronto/Canada,291,No,None,4.27,2755,Erratic,21,3388.76,7823.89,Music,Early Access,Interface Complexity,No,Scalper
U2634,24,Madrid/Spain,1,No,None,0.52,155,Linear,55,2794,7396.64,Theatre,Early Access,Bot Competition,No,Bot
U1578,24,New York/USA,451,Yes,National ID,2,9602,Natural,2,946.91,800,Sports,Face-value Resale,High Prices,Yes,Fan
U2188,29,Mexico City/Mexico,545,Yes,National ID,2.88,2225,Linear,22,3277.4,7522.8,Music,Early Access,Interface Complexity,Maybe,Scalper
U1264,36,Seoul/South Korea,1053,Yes,State ID,5.74,6155,Natural,5,223.45,384.05,Theatre,Group Booking,High Prices,Yes,Fan
U2256,30,Chicago/USA,590,No,None,1.29,2357,Erratic,24,2869.39,6324.46,Sports,Early Access,Interface Complexity,Maybe,Scalper
U1303,19,Chicago/USA,781,Yes,National ID,4.88,6967,Natural,3,324.72,333.45,Music,Group Booking,Interface Complexity,Yes,Fan
U1928,27,Madrid/Spain,540,Yes,State ID,3.99,6826,Natural,6,413.71,506.61,Sports,Face-value Resale,High Prices,Maybe,Fan
